Year,CountryCode,Population
1980,MRT,1506694
1981,MRT,1551687
1982,MRT,1598332
1983,MRT,1646343
1984,MRT,1695675
1985,MRT,1746265
1986,MRT,1798009
1987,MRT,1851092
1988,MRT,1905847
1989,MRT,1955040
1990,MRT,2006027
1991,MRT,2066302
1992,MRT,2147527
1993,MRT,2237064
1994,MRT,2315191
1995,MRT,2380341
1996,MRT,2428816
1997,MRT,2484278
1998,MRT,2550501
1999,MRT,2620611
2000,MRT,2695003
2001,MRT,2761823
2002,MRT,2821703
2003,MRT,2883326
2004,MRT,2946575
2005,MRT,3012360
2006,MRT,3081229
2007,MRT,3153508
2008,MRT,3233336
2009,MRT,3322616
2010,MRT,3419461
2011,MRT,3524249
2012,MRT,3636113
2013,MRT,3742959
1960,MUS,676683
1961,MUS,680757
1962,MUS,700349
1963,MUS,718861
1964,MUS,736381
1965,MUS,753000
1966,MUS,768813
1967,MUS,783917
1968,MUS,798413
1969,MUS,812405
1970,MUS,826000
1971,MUS,839230
1972,MUS,852053
1973,MUS,864819
1974,MUS,878042
1975,MUS,892000
1976,MUS,906507
1977,MUS,921379
1978,MUS,933499
1979,MUS,949888
1980,MUS,966039
1981,MUS,980462
1982,MUS,992521
1983,MUS,1001691
1984,MUS,1012221
1985,MUS,1020528
1986,MUS,1028360
1987,MUS,1036082
1988,MUS,1043239
1989,MUS,1051260
1990,MUS,1058775
1991,MUS,1070266
1992,MUS,1084441
1993,MUS,1097374
1994,MUS,1112846
1995,MUS,1122457
1996,MUS,1133996
1997,MUS,1148284
1998,MUS,1160421
1999,MUS,1175267
2000,MUS,1186873
2001,MUS,1196287
2002,MUS,1204621
2003,MUS,1213370
2004,MUS,1221003
2005,MUS,1228254
2006,MUS,1233996
2007,MUS,1239630
2008,MUS,1244121
2009,MUS,1247429
2010,MUS,1250400
2011,MUS,1252404
2012,MUS,1255882
2013,MUS,1258653
1960,MWI,3621081
1961,MWI,3708193
1962,MWI,3799155
1963,MWI,3893628
1964,MWI,3990361
1965,MWI,4089097
1966,MWI,4190764
1967,MWI,4295762
1968,MWI,4403430
1969,MWI,4512861
1970,MWI,4625141
1971,MWI,4742480
1972,MWI,4865978
1973,MWI,4996239
1974,MWI,5134199
1975,MWI,5280965
1976,MWI,5438226
1977,MWI,5611712
1978,MWI,5808810
1979,MWI,6029140
1980,MWI,6267369
1981,MWI,6519891
1982,MWI,6784347
1983,MWI,7058317
1984,MWI,7339002
1985,MWI,7625078
1986,MWI,7909819
1987,MWI,8295993
1988,MWI,8754781
1989,MWI,9174895
1990,MWI,9539665
1991,MWI,9831584
1992,MWI,10115420
1993,MWI,10257233
1994,MWI,10131799
1995,MWI,10112816
1996,MWI,10310528
1997,MWI,10512678
1998,MWI,10732456
1999,MWI,10973956
2000,MWI,11229387
2001,MWI,11498818
2002,MWI,11784498
2003,MWI,12087965
2004,MWI,12411342
2005,MWI,12755648
2006,MWI,13118307
2007,MWI,13495463
2008,MWI,13889423
2009,MWI,14298932
2010,MWI,14718422
2011,MWI,15146094
2012,MWI,15581251
2013,MWI,16024775
1960,MYS,7833782
1961,MYS,8074805
1962,MYS,8324218
1963,MYS,8579350
1964,MYS,8835925
1965,MYS,9091016
1966,MYS,9340240
1967,MYS,9582086
1968,MYS,9821308
1969,MYS,10061684
1970,MYS,10306508
1971,MYS,10552557
1972,MYS,10801619
1973,MYS,11062664
1974,MYS,11335187
1975,MYS,11617947
1976,MYS,11910081
1977,MYS,12218924
1978,MYS,12543892
1979,MYS,12875011
1980,MYS,13215707
1981,MYS,13564594
1982,MYS,13921029
1983,MYS,14292862
1984,MYS,14686454
1985,MYS,15108135
1986,MYS,15558740
1987,MYS,16033103
1988,MYS,16524616
1989,MYS,17020143
1990,MYS,17517054
1991,MYS,18017464
1992,MYS,18526708
1993,MYS,19050077
1994,MYS,19588703
1995,MYS,20136888
1996,MYS,20689051
1997,MYS,21249178
1998,MYS,21810542
1999,MYS,22368655
2000,MYS,22945150
2001,MYS,23542517
2002,MYS,24142445
2003,MYS,24739411
2004,MYS,25333247
2005,MYS,25923536
2006,MYS,26509413
2007,MYS,27092604
2008,MYS,27664296
2009,MYS,28217204
2010,MYS,28717731
2011,MYS,29184133
2012,MYS,29660212
2013,MYS,30134807
1960,NAM,590181
1961,NAM,601424
1962,NAM,613808
1963,NAM,627358
1964,NAM,642054
1965,NAM,657887
1966,NAM,674818
1967,NAM,693063
1968,NAM,712427
1969,NAM,732881
1970,NAM,754467
1971,NAM,776995
1972,NAM,800610
1973,NAM,824918
1974,NAM,850091
1975,NAM,876572
1976,NAM,901840
1977,NAM,926109
1978,NAM,942023
1979,NAM,957334
1980,NAM,975994
1981,NAM,987394
1982,NAM,1005520
1983,NAM,1033085
1984,NAM,1061995
1985,NAM,1093311
1986,NAM,1127989
1987,NAM,1165430
1988,NAM,1207949
1989,NAM,1288070
1990,NAM,1369011
1991,NAM,1415617
1992,NAM,1461687
1993,NAM,1509834
1994,NAM,1558449
1995,NAM,1605370
1996,NAM,1650066
1997,NAM,1693242
1998,NAM,1735953
1999,NAM,1778277
2000,NAM,1819141
2001,NAM,1856402
2002,NAM,1888525
2003,NAM,1915425
2004,NAM,1939406
2005,NAM,1962865
2006,NAM,1986558
2007,NAM,2011492
2008,NAM,2038552
2009,NAM,2067919
2010,NAM,2099271
2011,NAM,2132340
2012,NAM,2167470
2013,NAM,2204510
1960,NCL,79000
1961,NCL,81200
1962,NCL,83400
1963,NCL,85700
1964,NCL,88100
1965,NCL,90500
1966,NCL,93500
1967,NCL,96500
1968,NCL,99500
1969,NCL,104000
1970,NCL,112000
1971,NCL,120000
1972,NCL,125500
1973,NCL,128500
1974,NCL,131000
1975,NCL,132500
1976,NCL,134000
1977,NCL,136000
1978,NCL,137500
1979,NCL,138500
1980,NCL,140050
1981,NCL,142650
1982,NCL,145700
1983,NCL,148700
1984,NCL,151650
1985,NCL,154450
1986,NCL,157350
1987,NCL,160500
1988,NCL,163650
1989,NCL,166898
1990,NCL,170899
1991,NCL,175362
1992,NCL,179799
1993,NCL,184496
1994,NCL,189482
1995,NCL,193816
1996,NCL,197564
1997,NCL,201418
1998,NCL,205279
1999,NCL,209214
2000,NCL,213230
2001,NCL,217324
2002,NCL,221490
2003,NCL,225296
2004,NCL,228750
2005,NCL,232250
2006,NCL,235750
2007,NCL,239250
2008,NCL,242750
2009,NCL,245950
2010,NCL,249750
2011,NCL,254350
2012,NCL,259000
2013,NCL,263650
1960,NER,3497431
1961,NER,3602530
1962,NER,3711068
1963,NER,3822697
1964,NER,3937008
1965,NER,4053524
1966,NER,4172501
1967,NER,4294283
1968,NER,4417954
1969,NER,4542993
1970,NER,4669708
1971,NER,4797068
1972,NER,4926318
1973,NER,5059382
1974,NER,5196579
1975,NER,5339497
1976,NER,5488658
1977,NER,5644703
1978,NER,5810351
1979,NER,5987151
1980,NER,6173177
1981,NER,6366262
1982,NER,6564445
1983,NER,6766606
1984,NER,6973849
1985,NER,7187618
1986,NER,7408364
1987,NER,7636591
1988,NER,7872252
1989,NER,8116075
1990,NER,8370648
1991,NER,8634640
1992,NER,8907644
1993,NER,9193078
1994,NER,9493324
1995,NER,9813918
1996,NER,10149937
1997,NER,10494201
1998,NER,10854920
1999,NER,11231469
2000,NER,11622665
2001,NER,12031430
2002,NER,12456517
2003,NER,12900790
2004,NER,13366885
2005,NER,13855221
2006,NER,14365168
2007,NER,14897873
2008,NER,15455175
2009,NER,16037915
2010,NER,16647543
2011,NER,17283112
2012,NER,17954407
2013,NER,18653199
1960,NGA,44928342
1961,NGA,45855507
1962,NGA,46821845
1963,NGA,47822569
1964,NGA,48856332
1965,NGA,49925799
1966,NGA,51020296
1967,NGA,52106681
1968,NGA,53210119
1969,NGA,54360750
1970,NGA,55569264
1971,NGA,56837614
1972,NGA,58173834
1973,NGA,59605446
1974,NGA,61157931
1975,NGA,62851312
1976,NGA,64658315
1977,NGA,66589655
1978,NGA,68633344
1979,NGA,70750307
1980,NGA,72951439
1981,NGA,75175387
1982,NGA,77388067
1983,NGA,79351586
1984,NGA,81337553
1985,NGA,83585251
1986,NGA,85804185
1987,NGA,88044187
1988,NGA,90351467
1989,NGA,92744064
1990,NGA,95214257
1991,NGA,97685360
1992,NGA,100182045
1993,NGA,102775465
1994,NGA,105456121
1995,NGA,108187610
1996,NGA,110956183
1997,NGA,113791181
1998,NGA,116690527
1999,NGA,119695565
2000,NGA,122851984
2001,NGA,126152678
2002,NGA,129583026
2003,NGA,133119801
2004,NGA,136756848
2005,NGA,140490722
2006,NGA,144329764
2007,NGA,148294028
2008,NGA,152382506
2009,NGA,156595758
2010,NGA,160952853
2011,NGA,165463745
2012,NGA,170075932
2013,NGA,174726123
1960,NIC,1789684
1961,NIC,1844630
1962,NIC,1901451
1963,NIC,1960155
1964,NIC,2020941
1965,NIC,2084097
1966,NIC,2150003
1967,NIC,2219001
1968,NIC,2291300
1969,NIC,2366635
1970,NIC,2444767
1971,NIC,2525481
1972,NIC,2603182
1973,NIC,2682747
1974,NIC,2769211
1975,NIC,2857461
1976,NIC,2947454
1977,NIC,3038680
1978,NIC,3128544
1979,NIC,3214311
1980,NIC,3303309
1981,NIC,3397659
1982,NIC,3491906
1983,NIC,3584610
1984,NIC,3674501
1985,NIC,3763034
1986,NIC,3852017
1987,NIC,3941463
1988,NIC,4033291
1989,NIC,4129447
1990,NIC,4227820
1991,NIC,4327289
1992,NIC,4427172
1993,NIC,4526689
1994,NIC,4625260
1995,NIC,4721929
1996,NIC,4812391
1997,NIC,4895962
1998,NIC,4974552
1999,NIC,5049878
2000,NIC,5123222
2001,NIC,5192764
2002,NIC,5259006
2003,NIC,5323062
2004,NIC,5386223
2005,NIC,5454678
2006,NIC,5529811
2007,NIC,5607453
2008,NIC,5687744
2009,NIC,5770639
2010,NIC,5855734
2011,NIC,5942553
2012,NIC,6030607
2013,NIC,6119379
1960,NLD,11486631
1961,NLD,11638712
1962,NLD,11805689
1963,NLD,11965966
1964,NLD,12127120
1965,NLD,12294732
1966,NLD,12456251
1967,NLD,12598201
1968,NLD,12729721
1969,NLD,12877984
1970,NLD,13038526
1971,NLD,13194497
1972,NLD,13328593
1973,NLD,13439322
1974,NLD,13545056
1975,NLD,13666335
1976,NLD,13774037
1977,NLD,13856185
1978,NLD,13941700
1979,NLD,14038270
1980,NLD,14149800
1981,NLD,14247208
1982,NLD,14312690
1983,NLD,14367070
1984,NLD,14424211
1985,NLD,14491632
1986,NLD,14572278
1987,NLD,14665037
1988,NLD,14760094
1989,NLD,14848907
1990,NLD,14951510
1991,NLD,15069798
1992,NLD,15184166
1993,NLD,15290368
1994,NLD,15382838
1995,NLD,15459006
1996,NLD,15530498
1997,NLD,15610650
1998,NLD,15707209
1999,NLD,15812088
2000,NLD,15925513
2001,NLD,16046180
2002,NLD,16148929
2003,NLD,16225302
2004,NLD,16281779
2005,NLD,16319868
2006,NLD,16346101
2007,NLD,16381696
2008,NLD,16445593
2009,NLD,16530388
2010,NLD,16615394
2011,NLD,16693074
2012,NLD,16754962
2013,NLD,16804432
1960,NOR,3581239
1961,NOR,3609800
1962,NOR,3638918
1963,NOR,3666537
1964,NOR,3694339
1965,NOR,3723168
1966,NOR,3753012
1967,NOR,3784539
1968,NOR,3816486
1969,NOR,3847707
1970,NOR,3875763
1971,NOR,3903039
1972,NOR,3933004
1973,NOR,3960612
1974,NOR,3985258
1975,NOR,4007313
1976,NOR,4026152
1977,NOR,4043205
1978,NOR,4058671
1979,NOR,4072517
1980,NOR,4085620
1981,NOR,4099702
1982,NOR,4114787
1983,NOR,4128432
1984,NOR,4140099
1985,NOR,4152516
1986,NOR,4167354
1987,NOR,4186905
1988,NOR,4209488
1989,NOR,4226901
1990,NOR,4241473
1991,NOR,4261732
1992,NOR,4286401
1993,NOR,4311991
1994,NOR,4336613
1995,NOR,4359184
1996,NOR,4381336
1997,NOR,4405157
1998,NOR,4431464
1999,NOR,4461913
2000,NOR,4490967
2001,NOR,4513751
2002,NOR,4538159
2003,NOR,4564855
2004,NOR,4591910
2005,NOR,4623291
2006,NOR,4660677
2007,NOR,4709153
2008,NOR,4768212
2009,NOR,4828726
2010,NOR,4889252
2011,NOR,4953088
2012,NOR,5018573
2013,NOR,5079623
1960,NPL,10167941
1961,NPL,10365144
1962,NPL,10570716
1963,NPL,10782717
1964,NPL,11002819
1965,NPL,11232951
1966,NPL,11470199
1967,NPL,11715579
1968,NPL,11970411
1969,NPL,12231874
1970,NPL,12501285
1971,NPL,12774870
1972,NPL,13052220
1973,NPL,13335963
1974,NPL,13626301
1975,NPL,13925541
1976,NPL,14230738
1977,NPL,14550430
1978,NPL,14888770
1979,NPL,15238564
1980,NPL,15600442
1981,NPL,15969792
1982,NPL,16347124
1983,NPL,16740664
1984,NPL,17141610
1985,NPL,17540571
1986,NPL,17936926
1987,NPL,18326204
1988,NPL,18720745
1989,NPL,19145077
1990,NPL,19616530
1991,NPL,20130779
1992,NPL,20702133
1993,NPL,21267359
1994,NPL,21794751
1995,NPL,22305571
1996,NPL,22783969
1997,NPL,23249417
1998,NPL,23703328
1999,NPL,24143157
2000,NPL,24559500
2001,NPL,24956071
2002,NPL,25332178
2003,NPL,25682908
2004,NPL,26003965
2005,NPL,26285110
2006,NPL,26518971
2007,NPL,26713655
2008,NPL,26881544
2009,NPL,27026941
2010,NPL,27161567
2011,NPL,27266399
2012,NPL,27330694
2013,NPL,27381555
1960,NZL,2371800
1961,NZL,2419700
1962,NZL,2482000
1963,NZL,2531800
1964,NZL,2585400
1965,NZL,2628400
1966,NZL,2675900
1967,NZL,2724100
1968,NZL,2748100
1969,NZL,2772800
1970,NZL,2810700
1971,NZL,2853000
1972,NZL,2903900
1973,NZL,2961300
1974,NZL,3023700
1975,NZL,3083100
1976,NZL,3110500
1977,NZL,3120200
1978,NZL,3121200
1979,NZL,3109000
1980,NZL,3112900
1981,NZL,3124900
1982,NZL,3156100
1983,NZL,3199300
1984,NZL,3227100
1985,NZL,3247100
1986,NZL,3246300
1987,NZL,3274400
1988,NZL,3283400
1989,NZL,3299200
1990,NZL,3329800
1991,NZL,3495100
1992,NZL,3531700
1993,NZL,3572200
1994,NZL,3620000
1995,NZL,3673400
1996,NZL,3732000
1997,NZL,3781300
1998,NZL,3815000
1999,NZL,3835100
2000,NZL,3857700
2001,NZL,3880500
2002,NZL,3948500
2003,NZL,4027200
2004,NZL,4087500
2005,NZL,4133900
2006,NZL,4184600
2007,NZL,4223800
2008,NZL,4259800
2009,NZL,4302600
2010,NZL,4350700
2011,NZL,4384000
2012,NZL,4408100
2013,NZL,4442100
1960,OMN,536553
1961,OMN,546443
1962,OMN,557139
1963,OMN,568603
1964,OMN,580824
1965,OMN,593808
1966,OMN,607538
1967,OMN,622042
1968,OMN,637379
1969,OMN,653593
1970,OMN,670693
1971,OMN,688803
1972,OMN,708045
1973,OMN,728597
1974,OMN,754676
1975,OMN,787194
1976,OMN,824081
1977,OMN,866124
1978,OMN,912750
1979,OMN,963351
1980,OMN,1017462
1981,OMN,1075624
1982,OMN,1138301
1983,OMN,1204626
1984,OMN,1273306
1985,OMN,1353289
1986,OMN,1443446
1987,OMN,1533351
1988,OMN,1623433
1989,OMN,1713838
1990,OMN,1804524
1991,OMN,1895187
1992,OMN,1985227
1993,OMN,2071868
1994,OMN,2133675
1995,OMN,2172672
1996,OMN,2209958
1997,OMN,2245588
1998,OMN,2279727
1999,OMN,2312600
2000,OMN,2344253
2001,OMN,2374653
2002,OMN,2403659
2003,OMN,2431600
2004,OMN,2468855
2005,OMN,2515192
2006,OMN,2560649
2007,OMN,2605700
2008,OMN,2651028
2009,OMN,2697537
2010,OMN,2881914
2011,OMN,3206870
2012,OMN,3535579
2013,OMN,3816680
1960,PAK,45954226
1961,PAK,47060915
1962,PAK,48161841
1963,PAK,49325050
1964,PAK,50552592
1965,PAK,51841626
1966,PAK,53199414
1967,PAK,54629793
1968,PAK,56124743
1969,PAK,57676805
1970,PAK,59290872
1971,PAK,60878781
1972,PAK,62509565
1973,PAK,64285624
1974,PAK,66149169
1975,PAK,68126999
1976,PAK,70230923
1977,PAK,72451105
1978,PAK,74789330
1979,PAK,77407341
1980,PAK,80624057
1981,PAK,84270202
1982,PAK,87828198
1983,PAK,91080372
1984,PAK,94003867
1985,PAK,97121552
1986,PAK,100618523
1987,PAK,104251093
1988,PAK,107967838
1989,PAK,111670386
1990,PAK,115414069
1991,PAK,119203569
1992,PAK,122375179
1993,PAK,125546615
1994,PAK,129245139
1995,PAK,133117476
1996,PAK,137234810
1997,PAK,141330267
1998,PAK,145476106
1999,PAK,149694462
2000,PAK,154369924
2001,PAK,159217727
2002,PAK,163262807
2003,PAK,166876680
2004,PAK,170648620
2005,PAK,174372098
2006,PAK,178069984
2007,PAK,181924521
2008,PAK,185931955
2009,PAK,190123222
2010,PAK,194454498
2011,PAK,198602738
2012,PAK,202205861
2013,PAK,205337562
1960,PAN,1126989
1961,PAN,1160832
1962,PAN,1196289
1963,PAN,1233267
1964,PAN,1271461
1965,PAN,1310556
1966,PAN,1350462
1967,PAN,1391072
1968,PAN,1432255
1969,PAN,1473965
1970,PAN,1516188
1971,PAN,1559072
1972,PAN,1602646
1973,PAN,1646580
1974,PAN,1690676
1975,PAN,1734876
1976,PAN,1779037
1977,PAN,1823146
1978,PAN,1867313
1979,PAN,1911814
1980,PAN,1956987
1981,PAN,2003092
1982,PAN,2050247
1983,PAN,2098499
1984,PAN,2147577
1985,PAN,2197065
1986,PAN,2246960
1987,PAN,2297231
1988,PAN,2347821
1989,PAN,2398535
1990,PAN,2449968
1991,PAN,2502044
1992,PAN,2554382
1993,PAN,2607499
1994,PAN,2661385
1995,PAN,2716067
1996,PAN,2771606
1997,PAN,2827992
1998,PAN,2885177
1999,PAN,2943120
2000,PAN,3001731
2001,PAN,3061024
2002,PAN,3120990
2003,PAN,3181608
2004,PAN,3243311
2005,PAN,3305868
2006,PAN,3368573
2007,PAN,3431614
2008,PAN,3495276
2009,PAN,3559343
2010,PAN,3623617
2011,PAN,3688674
2012,PAN,3754862
2013,PAN,3821556
1960,PER,10172207
1961,PER,10478096
1962,PER,10792094
1963,PER,11112665
1964,PER,11442301
1965,PER,11781581
1966,PER,12127990
1967,PER,12481626
1968,PER,12843249
1969,PER,13213739
1970,PER,13562371
1971,PER,13911968
1972,PER,14292437
1973,PER,14674785
1974,PER,15057175
1975,PER,15441497
1976,PER,15826813
1977,PER,16224613
1978,PER,16638480
1979,PER,17059185
1980,PER,17492406
1981,PER,17932344
1982,PER,18374372
1983,PER,18826906
1984,PER,19285646
1985,PER,19746610
1986,PER,20208437
1987,PER,20671360
1988,PER,21143799
1989,PER,21624311
1990,PER,22109099
1991,PER,22583006
1992,PER,23047248
1993,PER,23513882
1994,PER,23983258
1995,PER,24449055
1996,PER,24907304
1997,PER,25365386
1998,PER,25818226
1999,PER,26252239
2000,PER,26654439
2001,PER,27014909
2002,PER,27334503
2003,PER,27623341
2004,PER,27893911
2005,PER,28147267
2006,PER,28381078
2007,PER,28600387
2008,PER,28806185
2009,PER,29009326
2010,PER,29229572
2011,PER,29477721
2012,PER,29749589
2013,PER,30038809
1960,PHL,28486871
1961,PHL,29342411
1962,PHL,30185979
1963,PHL,31043711
1964,PHL,31916622
1965,PHL,32805538
1966,PHL,33704749
1967,PHL,34616857
1968,PHL,35544973
1969,PHL,36477170
1970,PHL,37435586
1971,PHL,38421746
1972,PHL,39412479
1973,PHL,40406234
1974,PHL,41388324
1975,PHL,42394433
1976,PHL,43474370
1977,PHL,44646518
1978,PHL,45890739
1979,PHL,47154232
1980,PHL,48419546
1981,PHL,49679330
1982,PHL,50938522
1983,PHL,52219685
1984,PHL,53514959
1985,PHL,54812660
1986,PHL,56109838
1987,PHL,57415175
1988,PHL,58755923
1989,PHL,60127343
1990,PHL,61558898
1991,PHL,63039751
1992,PHL,64543525
1993,PHL,66083321
1994,PHL,67650283
1995,PHL,69250468
1996,PHL,70944969
1997,PHL,72718837
1998,PHL,74491918
1999,PHL,76249064
2000,PHL,77958223
2001,PHL,79626086
2002,PHL,81285572
2003,PHL,82942837
2004,PHL,84607501
2005,PHL,86261250
2006,PHL,87901835
2007,PHL,89561377
2008,PHL,91252326
2009,PHL,92946951
2010,PHL,94636700
2011,PHL,96337913
2012,PHL,98032317
2013,PHL,99700107
1960,PLW,9446
1961,PLW,9639
1962,PLW,9851
1963,PLW,10076
1964,PLW,10318
1965,PLW,10563
1966,PLW,10813
1967,PLW,10992
1968,PLW,11079
1969,PLW,11159
1970,PLW,11366
1971,PLW,11740
1972,PLW,12172
1973,PLW,12541
1974,PLW,12662
1975,PLW,12607
1976,PLW,12539
1977,PLW,12463
1978,PLW,12387
1979,PLW,12300
1980,PLW,12252
1981,PLW,12386
1982,PLW,12666
1983,PLW,12973
1984,PLW,13299
1985,PLW,13644
1986,PLW,13985
1987,PLW,14309
1988,PLW,14632
1989,PLW,14957
1990,PLW,15293
1991,PLW,15640
1992,PLW,16004
1993,PLW,16380
1994,PLW,16770
1995,PLW,17209
1996,PLW,17732
1997,PLW,18297
1998,PLW,18852
1999,PLW,19380
2000,PLW,19726
2001,PLW,19828
2002,PLW,19851
2003,PLW,19880
2004,PLW,19907
2005,PLW,19831
2006,PLW,19619
2007,PLW,19366
2008,PLW,19102
2009,PLW,18826
2010,PLW,18540
2011,PLW,18240
2012,PLW,17946
2013,PLW,17805
1960,PNG,1985666
1961,PNG,2035672
1962,PNG,2082562
1963,PNG,2129222
1964,PNG,2175409
1965,PNG,2222178
1966,PNG,2271490
1967,PNG,2322647
1968,PNG,2375356
1969,PNG,2430922
1970,PNG,2489059
1971,PNG,2549315
1972,PNG,2610700
1973,PNG,2672144
1974,PNG,2733313
1975,PNG,2794462
1976,PNG,2855837
1977,PNG,2917572
1978,PNG,2979606
1979,PNG,3041902
1980,PNG,3104788
1981,PNG,3169073
1982,PNG,3235264
1983,PNG,3303677
1984,PNG,3374465
1985,PNG,3447579
1986,PNG,3522916
1987,PNG,3600343
1988,PNG,3679651
1989,PNG,3764112
1990,PNG,3864972
1991,PNG,3990995
1992,PNG,4136644
1993,PNG,4291588
1994,PNG,4451694
1995,PNG,4616439
1996,PNG,4785895
1997,PNG,4960439
1998,PNG,5138829
1999,PNG,5321388
2000,PNG,5508297
2001,PNG,5698489
2002,PNG,5892596
2003,PNG,6090980
2004,PNG,6293166
2005,PNG,6498818
2006,PNG,6708217
2007,PNG,6921066
2008,PNG,7137988
2009,PNG,7358890
2010,PNG,7583269
2011,PNG,7806637
2012,PNG,8026545
2013,PNG,8245627
1960,POL,29637450
1961,POL,29964000
1962,POL,30308500
1963,POL,30712000
1964,POL,31139450
1965,POL,31444950
1966,POL,31681000
1967,POL,31987155
1968,POL,32294655
1969,POL,32548300
1970,POL,32664300
1971,POL,32783500
1972,POL,33055650
1973,POL,33357200
1974,POL,33678899
1975,POL,34015199
1976,POL,34356300
1977,POL,34689050
1978,POL,34965600
1979,POL,35247217
1980,POL,35574150
1981,POL,35898587
1982,POL,36230481
1983,POL,36571808
1984,POL,36904134
1985,POL,37201885
1986,POL,37456119
1987,POL,37668045
1988,POL,37824487
1989,POL,37961529
1990,POL,38110782
1991,POL,38246193
1992,POL,38363667
1993,POL,38461408
1994,POL,38542652
1995,POL,38594998
1996,POL,38624370
1997,POL,38649660
1998,POL,38663481
1999,POL,38660271
2000,POL,38258629
2001,POL,38248076
2002,POL,38230364
2003,POL,38204570
2004,POL,38182222
2005,POL,38165445
2006,POL,38141267
2007,POL,38120560
2008,POL,38125759
2009,POL,38151603
2010,POL,38042794
2011,POL,38063255
2012,POL,38063164
2013,POL,38040196
1960,PRI,2358000
1961,PRI,2399722
1962,PRI,2450322
1963,PRI,2504530
1964,PRI,2554066
1965,PRI,2594000
1966,PRI,2624995
1967,PRI,2645674
1968,PRI,2662064
1969,PRI,2684150
1970,PRI,2718000
1971,PRI,2762190
1972,PRI,2817256
1973,PRI,2878786
1974,PRI,2939299
1975,PRI,2994000
1976,PRI,3043854
1977,PRI,3088690
1978,PRI,3129421
1979,PRI,3168088
1980,PRI,3206000
1981,PRI,3242552
1982,PRI,3277453
1983,PRI,3311138
1984,PRI,3344190
1985,PRI,3377000
1986,PRI,3409554
1987,PRI,3441850
1988,PRI,3473898
1989,PRI,3505650
1990,PRI,3537000
1991,PRI,3562110
1992,PRI,3585176
1993,PRI,3615497
1994,PRI,3649237
1995,PRI,3683103
1996,PRI,3724655
1997,PRI,3759430
1998,PRI,3781101
1999,PRI,3800081
2000,PRI,3810605
2001,PRI,3818774
2002,PRI,3823701
2003,PRI,3826095
2004,PRI,3826878
2005,PRI,3821362
2006,PRI,3805214
2007,PRI,3782995
2008,PRI,3760866
2009,PRI,3740410
2010,PRI,3721525
2011,PRI,3678732
2012,PRI,3634488
2013,PRI,3593077
1960,PRK,11655666
1961,PRK,11916515
1962,PRK,12180505
1963,PRK,12475236
1964,PRK,12787523
1965,PRK,13105946
1966,PRK,13444048
1967,PRK,13821409
1968,PRK,14216305
1969,PRK,14605481
1970,PRK,14996879
1971,PRK,15381626
1972,PRK,15768363
1973,PRK,16128122
1974,PRK,16437002
1975,PRK,16723252
1976,PRK,16987170
1977,PRK,17231389
1978,PRK,17472094
1979,PRK,17719172
1980,PRK,17973650
1981,PRK,18235202
1982,PRK,18502087
1983,PRK,18771363
1984,PRK,19045154
1985,PRK,19325487
1986,PRK,19613038
1987,PRK,19903893
1988,PRK,20197464
1989,PRK,20494965
1990,PRK,20799523
1991,PRK,21115534
1992,PRK,21439991
1993,PRK,21773017
1994,PRK,22105225
1995,PRK,22385536
1996,PRK,22614347
1997,PRK,22827373
1998,PRK,23023636
1999,PRK,23204498
2000,PRK,23367059
2001,PRK,23512522
2002,PRK,23638411
2003,PRK,23781707
2004,PRK,23948930
2005,PRK,24100982
2006,PRK,24235761
2007,PRK,24356506
2008,PRK,24469047
2009,PRK,24581509
2010,PRK,24686435
2011,PRK,24783789
2012,PRK,24887770
2013,PRK,25001819
1960,PRT,8857716
1961,PRT,8929316
1962,PRT,8993985
1963,PRT,9030355
1964,PRT,9035365
1965,PRT,8998595
1966,PRT,8930990
1967,PRT,8874520
1968,PRT,8836650
1969,PRT,8757705
1970,PRT,8680431
1971,PRT,8643756
1972,PRT,8630430
1973,PRT,8633100
1974,PRT,8754365
1975,PRT,9093470
1976,PRT,9355810
1977,PRT,9455675
1978,PRT,9558250
1979,PRT,9661265
1980,PRT,9766312
1981,PRT,9851362
1982,PRT,9911771
1983,PRT,9957865
1984,PRT,9996232
1985,PRT,10023613
1986,PRT,10032734
1987,PRT,10030031
1988,PRT,10019610
1989,PRT,10005000
1990,PRT,9983218
1991,PRT,9960235
1992,PRT,9952494
1993,PRT,9964675
1994,PRT,9991525
1995,PRT,10026176
1996,PRT,10063945
1997,PRT,10108977
1998,PRT,10160196
1999,PRT,10217828
2000,PRT,10289898
2001,PRT,10362722
2002,PRT,10419631
2003,PRT,10458821
2004,PRT,10483861
2005,PRT,10503330
2006,PRT,10522288
2007,PRT,10542964
2008,PRT,10558177
2009,PRT,10568247
2010,PRT,10573100
2011,PRT,10557560
2012,PRT,10514844
2013,PRT,10457295
1960,PRY,1894829
1961,PRY,1941208
1962,PRY,1989376
1963,PRY,2039390
1964,PRY,2090840
1965,PRY,2143153
1966,PRY,2195955
1967,PRY,2248882
1968,PRY,2301887
1969,PRY,2355122
1970,PRY,2408787
1971,PRY,2463777
1972,PRY,2521508
1973,PRY,2583160
1974,PRY,2648082
1975,PRY,2714664
1976,PRY,2782624
1977,PRY,2852430
1978,PRY,2924370
1979,PRY,2999415
1980,PRY,3078912
1981,PRY,3163299
1982,PRY,3251678
1983,PRY,3343276
1984,PRY,3437892
1985,PRY,3535498
